"class","exp_dir","remaining_weight_count","remaining_weight_mb","summary_count","config_exists","base_action","no_summary_policy_action","reason"
"keep_cited_until_citation_migrated","diagnostics","0","0.000","52","False","keep_cited_until_citation_migrated","","referenced by docs/reviews/master log/paper-facing files; TokenizerClean exp-surface policy says cited exp paths stay in place"
"keep_cited_until_citation_migrated","diffeomorphic_tangent_head_sweep","0","0.000","0","False","keep_cited_until_citation_migrated","","referenced by docs/reviews/master log/paper-facing files; TokenizerClean exp-surface policy says cited exp paths stay in place"
"keep_orphan_until_owner_review","field_budget_release_probe","2","30.089","0","False","review_ckpt_candidate_no_summary","keep_orphan_until_owner_review","No config and no summary; weight may be orphaned but needs owner review before deletion."
"no_checkpoint_delete","field_scale_probe","0","0.000","4","False","no_checkpoint_delete","","no .pt/.ckpt/.pth files found; if space cleanup is desired this needs a generated-image/archive policy, not ckpt cleanup"
"keep_cited_until_citation_migrated","formal_eval_750","0","0.000","2","False","keep_cited_until_citation_migrated","","referenced by docs/reviews/master log/paper-facing files; TokenizerClean exp-surface policy says cited exp paths stay in place"
"no_checkpoint_delete","full_eval_history_backfill_20260601","0","0.000","10","False","no_checkpoint_delete","","no .pt/.ckpt/.pth files found; if space cleanup is desired this needs a generated-image/archive policy, not ckpt cleanup"
"no_checkpoint_delete","full_eval_promoted_all5x5","0","0.000","4","False","no_checkpoint_delete","","no .pt/.ckpt/.pth files found; if space cleanup is desired this needs a generated-image/archive policy, not ckpt cleanup"
"no_checkpoint_delete","full_eval_promoted_all5x5_b2","0","0.000","2","False","no_checkpoint_delete","","no .pt/.ckpt/.pth files found; if space cleanup is desired this needs a generated-image/archive policy, not ckpt cleanup"
"keep_cited_until_citation_migrated","kinetic_sweep","0","0.000","9","False","keep_cited_until_citation_migrated","","referenced by docs/reviews/master log/paper-facing files; TokenizerClean exp-surface policy says cited exp paths stay in place"
"no_checkpoint_delete","launch_logs","0","0.000","0","False","no_checkpoint_delete","","no .pt/.ckpt/.pth files found; if space cleanup is desired this needs a generated-image/archive policy, not ckpt cleanup"
"keep_cited_until_citation_migrated","legacy","0","0.000","19","False","keep_cited_until_citation_migrated","","referenced by docs/reviews/master log/paper-facing files; TokenizerClean exp-surface policy says cited exp paths stay in place"
"delete_probe_calibration_checkpoint_only","local_patch_org_content_relative_release_120b_b80","0","0.000","0","True","review_ckpt_candidate_no_summary","delete_probe_calibration_checkpoint_only","uncited no-summary short probe/calibration; training/config evidence retained and checkpoint is not cited"
"no_checkpoint_delete","local_patch_org_content_relative_release_120b_b80_smoke_b16_2b","0","0.000","0","True","no_checkpoint_delete","","no .pt/.ckpt/.pth files found; if space cleanup is desired this needs a generated-image/archive policy, not ckpt cleanup"
"delete_probe_calibration_checkpoint_only","local_patch_org_content_relative_release_20b_b80","0","0.000","0","True","review_ckpt_candidate_no_summary","delete_probe_calibration_checkpoint_only","uncited no-summary short probe/calibration; training/config evidence retained and checkpoint is not cited"
"delete_probe_calibration_checkpoint_only","local_patch_org_geometry_filter_g003_120b_b48","0","0.000","0","True","review_ckpt_candidate_no_summary","delete_probe_calibration_checkpoint_only","uncited no-summary short probe/calibration; training/config evidence retained and checkpoint is not cited"
"delete_probe_calibration_checkpoint_only","local_patch_org_relative_spatial_rank4_120b_b80","0","0.000","0","True","review_ckpt_candidate_no_summary","delete_probe_calibration_checkpoint_only","uncited no-summary short probe/calibration; training/config evidence retained and checkpoint is not cited"
"no_checkpoint_delete","local_patch_org_relative_spatial_rank4_120b_b80_smoke_b16_2b","0","0.000","0","True","no_checkpoint_delete","","no .pt/.ckpt/.pth files found; if space cleanup is desired this needs a generated-image/archive policy, not ckpt cleanup"
"delete_probe_calibration_checkpoint_only","local_patch_org_spatial_gate_rank4_g010_q070_120b_b48","0","0.000","0","True","review_ckpt_candidate_no_summary","delete_probe_calibration_checkpoint_only","uncited no-summary short probe/calibration; training/config evidence retained and checkpoint is not cited"
"keep_cited_until_citation_migrated","manual_k1_k2_8epoch","0","0.000","3","False","keep_cited_until_citation_migrated","","referenced by docs/reviews/master log/paper-facing files; TokenizerClean exp-surface policy says cited exp paths stay in place"
"delete_ckpt_candidate_uncited_with_summary","metric_tokenizer_init","0","0.000","10","False","delete_ckpt_candidate_uncited_with_summary","","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"no_checkpoint_delete","moment_sweep_spectral_full","0","0.000","4","False","no_checkpoint_delete","","no .pt/.ckpt/.pth files found; if space cleanup is desired this needs a generated-image/archive policy, not ckpt cleanup"
"keep_cited_until_citation_migrated","orth12","0","0.000","30","False","keep_cited_until_citation_migrated","","referenced by docs/reviews/master log/paper-facing files; TokenizerClean exp-surface policy says cited exp paths stay in place"
"delete_probe_calibration_checkpoint_only","pair_content_spatial_head_c120_g050_b020_120b_b80","0","0.000","0","True","review_ckpt_candidate_no_summary","delete_probe_calibration_checkpoint_only","uncited no-summary short probe/calibration; training/config evidence retained and checkpoint is not cited"
"no_checkpoint_delete","pair_content_spatial_head_c120_g050_b020_120b_b80_smoke_b16_2b","0","0.000","0","True","no_checkpoint_delete","","no .pt/.ckpt/.pth files found; if space cleanup is desired this needs a generated-image/archive policy, not ckpt cleanup"
"delete_probe_calibration_checkpoint_only","pair_content_spatial_head_c120_g050_b020_pc040_bound050_120b_b80","0","0.000","0","True","review_ckpt_candidate_no_summary","delete_probe_calibration_checkpoint_only","uncited no-summary short probe/calibration; training/config evidence retained and checkpoint is not cited"
"keep_orphan_until_owner_review","pair_relative_geometry_release_probe","3","49.662","0","False","review_ckpt_candidate_no_summary","keep_orphan_until_owner_review","No config and no summary; weight may be orphaned but needs owner review before deletion."
"delete_probe_calibration_checkpoint_only","pairrel_signed_spatial_head_c120_g050_b020_120b_b80","0","0.000","0","True","review_ckpt_candidate_no_summary","delete_probe_calibration_checkpoint_only","uncited no-summary short probe/calibration; training/config evidence retained and checkpoint is not cited"
"no_checkpoint_delete","pairrel_signed_spatial_head_c120_g050_b020_120b_b80_smoke_b16_2b","0","0.000","0","True","no_checkpoint_delete","","no .pt/.ckpt/.pth files found; if space cleanup is desired this needs a generated-image/archive policy, not ckpt cleanup"
"delete_probe_calibration_checkpoint_only","pairrel_signed_spatial_head_geomstat_w005_120b_b80","0","0.000","0","True","review_ckpt_candidate_no_summary","delete_probe_calibration_checkpoint_only","uncited no-summary short probe/calibration; training/config evidence retained and checkpoint is not cited"
"no_checkpoint_delete","pairrel_signed_spatial_head_geomstat_w005_smoke_b16_2b","0","0.000","0","True","no_checkpoint_delete","","no .pt/.ckpt/.pth files found; if space cleanup is desired this needs a generated-image/archive policy, not ckpt cleanup"
"delete_probe_calibration_checkpoint_only","pairrel_signed_spatial_head_geomstat_w020_120b_b80","0","0.000","0","True","review_ckpt_candidate_no_summary","delete_probe_calibration_checkpoint_only","uncited no-summary short probe/calibration; training/config evidence retained and checkpoint is not cited"
"keep_cited_until_citation_migrated","pareto_probe_4","0","0.000","80","False","keep_cited_until_citation_migrated","","referenced by docs/reviews/master log/paper-facing files; TokenizerClean exp-surface policy says cited exp paths stay in place"
"keep_cited_until_citation_migrated","phase1_diagnostic_probes","0","0.000","0","False","keep_cited_until_citation_migrated","","referenced by docs/reviews/master log/paper-facing files; TokenizerClean exp-surface policy says cited exp paths stay in place"
"keep_cited_until_citation_migrated","physical_loss_tree","0","0.000","0","False","keep_cited_until_citation_migrated","","referenced by docs/reviews/master log/paper-facing files; TokenizerClean exp-surface policy says cited exp paths stay in place"
"delete_ckpt_candidate_uncited_with_summary","representation_probes","0","0.000","43","False","delete_ckpt_candidate_uncited_with_summary","","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"keep_cited_until_citation_migrated","review_additional_experiments","0","0.000","78","False","keep_cited_until_citation_migrated","","referenced by docs/reviews/master log/paper-facing files; TokenizerClean exp-surface policy says cited exp paths stay in place"
"keep_cited_until_citation_migrated","runs","0","0.000","23","False","keep_cited_until_citation_migrated","","referenced by docs/reviews/master log/paper-facing files; TokenizerClean exp-surface policy says cited exp paths stay in place"
"keep_cited_until_citation_migrated","saswd_axis_h_base_seed42_b44_saswd_random","0","0.000","0","False","keep_cited_until_citation_migrated","","referenced by docs/reviews/master log/paper-facing files; TokenizerClean exp-surface policy says cited exp paths stay in place"
"keep_cited_until_citation_migrated","saswd_axis_h_base_seed42_b44_saswd_semantic","0","0.000","0","False","keep_cited_until_citation_migrated","","referenced by docs/reviews/master log/paper-facing files; TokenizerClean exp-surface policy says cited exp paths stay in place"
"keep_cited_until_citation_migrated","scripts","0","0.000","0","False","keep_cited_until_citation_migrated","","referenced by docs/reviews/master log/paper-facing files; TokenizerClean exp-surface policy says cited exp paths stay in place"
"no_checkpoint_delete","smoke_lowfreq_moment_hfguard_b48","0","0.000","0","True","no_checkpoint_delete","","no .pt/.ckpt/.pth files found; if space cleanup is desired this needs a generated-image/archive policy, not ckpt cleanup"
"delete_ckpt_candidate_uncited_with_summary","spatial_prototype_init","0","0.000","7","False","delete_ckpt_candidate_uncited_with_summary","","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"delete_probe_calibration_checkpoint_only","split_axis_color_channel_operator_120b_b80","0","0.000","0","True","review_ckpt_candidate_no_summary","delete_probe_calibration_checkpoint_only","uncited no-summary short probe/calibration; training/config evidence retained and checkpoint is not cited"
"delete_probe_calibration_checkpoint_only","split_axis_color_channel_operator_realism4_120b_b80","0","0.000","0","True","review_ckpt_candidate_no_summary","delete_probe_calibration_checkpoint_only","uncited no-summary short probe/calibration; training/config evidence retained and checkpoint is not cited"
"delete_ckpt_candidate_uncited_with_summary","split_axis_execdecoder_40b_lr2e4","0","0.000","1","True","delete_ckpt_candidate_uncited_with_summary","","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"delete_ckpt_candidate_uncited_with_summary","split_axis_execdecoder_bound070_120b_lr2e4","0","0.000","1","True","delete_ckpt_candidate_uncited_with_summary","","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"delete_ckpt_candidate_uncited_with_summary","split_axis_execdecoder_bound090_120b_lr2e4","0","0.000","1","True","delete_ckpt_candidate_uncited_with_summary","","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"delete_ckpt_candidate_uncited_with_summary","split_axis_execdecoder_fieldbound_c045_s090_g110_120b","0","0.000","2","True","delete_ckpt_candidate_uncited_with_summary","","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"delete_ckpt_candidate_uncited_with_summary","split_axis_execdecoder_tokprobe_e1_b32","0","0.000","1","True","delete_ckpt_candidate_uncited_with_summary","","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"delete_ckpt_candidate_uncited_with_summary","split_axis_geometry_derivative_filter_rank4_120b","0","0.000","1","True","delete_ckpt_candidate_uncited_with_summary","","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"keep_cited_until_citation_migrated","split_axis_geometry_derivgate_fieldbound_g005_120b","1","15.104","1","True","keep_cited_until_citation_migrated","","referenced by docs/reviews/master log/paper-facing files; TokenizerClean exp-surface policy says cited exp paths stay in place"
"delete_ckpt_candidate_uncited_with_summary","split_axis_geometry_filter_rank4_120b","0","0.000","1","True","delete_ckpt_candidate_uncited_with_summary","","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"delete_ckpt_candidate_uncited_with_summary","split_axis_geometry_spatial_rank4_120b","0","0.000","1","True","delete_ckpt_candidate_uncited_with_summary","","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"delete_ckpt_candidate_uncited_with_summary","split_axis_geostat_execdecoder_fieldbound_120b","0","0.000","1","True","delete_ckpt_candidate_uncited_with_summary","","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"delete_probe_calibration_checkpoint_only","split_axis_high_channel_operator_120b_b80","0","0.000","0","True","review_ckpt_candidate_no_summary","delete_probe_calibration_checkpoint_only","uncited no-summary short probe/calibration; training/config evidence retained and checkpoint is not cited"
"delete_probe_calibration_checkpoint_only","split_axis_spatial_gate_channel_tokonly_120b","0","0.000","0","False","review_ckpt_candidate_no_summary","delete_probe_calibration_checkpoint_only","uncited no-summary short probe/calibration; training/config evidence retained and checkpoint is not cited"
"delete_ckpt_candidate_uncited_with_summary","split_axis_tokenizer_geomnorm_120b","0","0.000","1","True","delete_ckpt_candidate_uncited_with_summary","","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"delete_ckpt_candidate_uncited_with_summary","split_axis_tokenizer_geostat_120b","0","0.000","1","True","delete_ckpt_candidate_uncited_with_summary","","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"delete_ckpt_candidate_uncited_with_summary","split_axis_tokenizer_geostat_g005_120b","0","0.000","1","True","delete_ckpt_candidate_uncited_with_summary","","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"no_checkpoint_delete","temp_anneal_proper","0","0.000","0","False","no_checkpoint_delete","","no .pt/.ckpt/.pth files found; if space cleanup is desired this needs a generated-image/archive policy, not ckpt cleanup"
"no_checkpoint_delete","tokenizer_control_probes","0","0.000","52","False","no_checkpoint_delete","","no .pt/.ckpt/.pth files found; if space cleanup is desired this needs a generated-image/archive policy, not ckpt cleanup"
"delete_ckpt_candidate_uncited_with_summary","tokenizer_directional_from_spectral_e120_b16","0","0.000","1","False","delete_ckpt_candidate_uncited_with_summary","","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"delete_ckpt_candidate_uncited_with_summary","tokenizer_directional_metric_e300_b16","0","0.000","1","False","delete_ckpt_candidate_uncited_with_summary","","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"no_checkpoint_delete","tokenizer_directional_metric_smoke_b16","0","0.000","1","False","no_checkpoint_delete","","no .pt/.ckpt/.pth files found; if space cleanup is desired this needs a generated-image/archive policy, not ckpt cleanup"
"no_checkpoint_delete","tokenizer_directional_metric_smoke_b24","0","0.000","0","False","no_checkpoint_delete","","no .pt/.ckpt/.pth files found; if space cleanup is desired this needs a generated-image/archive policy, not ckpt cleanup"
"keep_cited_until_citation_migrated","tokenizer_t01_additive_base","8","349.547","3","True","keep_cited_until_citation_migrated","","referenced by docs/reviews/master log/paper-facing files; TokenizerClean exp-surface policy says cited exp paths stay in place"
"keep_cited_until_citation_migrated","tokenizer_t01_big_tokonly_from_backbone_e16","12","183.818","3","True","keep_cited_until_citation_migrated","","referenced by docs/reviews/master log/paper-facing files; TokenizerClean exp-surface policy says cited exp paths stay in place"
"keep_payload_until_summary_or_owner_review","tokenizer_t01_carrier_base_b160","2","87.408","0","True","review_ckpt_candidate_no_summary","keep_payload_until_summary_or_owner_review","No summary.json found, so the checkpoint may be the only payload."
"keep_cited_until_citation_migrated","tokenizer_t01_carrier_base_b176","8","349.630","3","True","keep_cited_until_citation_migrated","","referenced by docs/reviews/master log/paper-facing files; TokenizerClean exp-surface policy says cited exp paths stay in place"
"keep_cited_until_citation_migrated","tokenizer_t01_carrier_base_b176_e16","16","699.262","3","True","keep_cited_until_citation_migrated","","referenced by docs/reviews/master log/paper-facing files; TokenizerClean exp-surface policy says cited exp paths stay in place"
"no_checkpoint_delete","tokenizer_t01_concept_atoms_batch224_mem_smoke","0","0.000","0","True","no_checkpoint_delete","","no .pt/.ckpt/.pth files found; if space cleanup is desired this needs a generated-image/archive policy, not ckpt cleanup"
"no_checkpoint_delete","tokenizer_t01_concept_atoms_batch288_mem_smoke","0","0.000","0","True","no_checkpoint_delete","","no .pt/.ckpt/.pth files found; if space cleanup is desired this needs a generated-image/archive policy, not ckpt cleanup"
"no_checkpoint_delete","tokenizer_t01_concept_atoms_remote_smoke","0","0.000","0","True","no_checkpoint_delete","","no .pt/.ckpt/.pth files found; if space cleanup is desired this needs a generated-image/archive policy, not ckpt cleanup"
"keep_cited_until_citation_migrated","tokenizer_t01_concept_atoms_tokonly_from_backbone_e16","24","361.539","3","True","keep_cited_until_citation_migrated","","referenced by docs/reviews/master log/paper-facing files; TokenizerClean exp-surface policy says cited exp paths stay in place"
"keep_cited_until_citation_migrated","tokenizer_t01_direct_atom_residual_frozen_tok_fresh_lancet_e16","16","696.666","0","True","keep_cited_until_citation_migrated","","referenced by docs/reviews/master log/paper-facing files; TokenizerClean exp-surface policy says cited exp paths stay in place"
"keep_cited_until_citation_migrated","tokenizer_t01_direct_atom_residual_tokonly_from_backbone_e16","10","150.745","0","True","keep_cited_until_citation_migrated","","referenced by docs/reviews/master log/paper-facing files; TokenizerClean exp-surface policy says cited exp paths stay in place"
"keep_cited_until_citation_migrated","tokenizer_t01_direct_atom_residual_warmup_e2_from_backbone_e16","2","30.149","0","True","keep_cited_until_citation_migrated","","referenced by docs/reviews/master log/paper-facing files; TokenizerClean exp-surface policy says cited exp paths stay in place"
"keep_cited_until_citation_migrated","tokenizer_t01_factorized_backbone_e16","4","174.285","1","True","keep_cited_until_citation_migrated","","referenced by docs/reviews/master log/paper-facing files; TokenizerClean exp-surface policy says cited exp paths stay in place"
"keep_cited_until_citation_migrated","tokenizer_t01_factorized_base","8","349.444","3","True","keep_cited_until_citation_migrated","","referenced by docs/reviews/master log/paper-facing files; TokenizerClean exp-surface policy says cited exp paths stay in place"
"no_checkpoint_delete","tokenizer_t01_factorized_smoke_b16","0","0.000","0","True","no_checkpoint_delete","","no .pt/.ckpt/.pth files found; if space cleanup is desired this needs a generated-image/archive policy, not ckpt cleanup"
"keep_cited_until_citation_migrated","tokenizer_t01_factorized_tokonly_e12","4","60.659","1","True","keep_cited_until_citation_migrated","","referenced by docs/reviews/master log/paper-facing files; TokenizerClean exp-surface policy says cited exp paths stay in place"
"keep_cited_until_citation_migrated","weight_sweep_40","0","0.000","320","False","keep_cited_until_citation_migrated","","referenced by docs/reviews/master log/paper-facing files; TokenizerClean exp-surface policy says cited exp paths stay in place"
"keep_payload_until_summary_or_owner_review","wikiart_distinct5_ema_lancet_spectralstat_e2_b80","2","87.258","0","True","review_ckpt_candidate_no_summary","keep_payload_until_summary_or_owner_review","No summary.json found, so the checkpoint may be the only payload."
"delete_ckpt_candidate_uncited_with_summary","wikiart_distinct5_ema_lancet_spectralstat_from_e16_e24_b48","0","0.000","3","True","delete_ckpt_candidate_uncited_with_summary","","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"delete_ckpt_candidate_uncited_with_summary","wikiart_distinct5_ema_lancet_spectralstat_from_e2_e8_b64","0","0.000","3","True","delete_ckpt_candidate_uncited_with_summary","","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"delete_ckpt_candidate_uncited_with_summary","wikiart_distinct5_ema_lancet_spectralstat_from_e8_e16_b48","0","0.000","3","True","delete_ckpt_candidate_uncited_with_summary","","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"keep_payload_until_summary_or_owner_review","wikiart_distinct5_ema_lancet_spectralstat_from_e8_e16_b56","1","43.629","0","True","review_ckpt_candidate_no_summary","keep_payload_until_summary_or_owner_review","No summary.json found, so the checkpoint may be the only payload."
"delete_ckpt_candidate_uncited_with_summary","wikiart512_ema_budget_only_safety125_probe120_b80_lr2e4","0","0.000","1","True","delete_ckpt_candidate_uncited_with_summary","","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"no_checkpoint_delete","wikiart512_ema_budget_only_safety125_smoke_b80","0","0.000","0","True","no_checkpoint_delete","","no .pt/.ckpt/.pth files found; if space cleanup is desired this needs a generated-image/archive policy, not ckpt cleanup"
"delete_ckpt_candidate_uncited_with_summary","wikiart512_ema_centroid_gain_e1_from_spectral_b48","0","0.000","2","True","delete_ckpt_candidate_uncited_with_summary","","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"delete_ckpt_candidate_uncited_with_summary","wikiart512_ema_deltafreq_high05_recover_e2_b48","0","0.000","1","True","delete_ckpt_candidate_uncited_with_summary","","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"delete_probe_calibration_checkpoint_only","wikiart512_ema_direct_atom_residual_calib_b16","0","0.000","0","True","review_ckpt_candidate_no_summary","delete_probe_calibration_checkpoint_only","uncited no-summary short probe/calibration; training/config evidence retained and checkpoint is not cited"
"delete_probe_calibration_checkpoint_only","wikiart512_ema_direct_atom_residual_calib_b64","0","0.000","0","True","review_ckpt_candidate_no_summary","delete_probe_calibration_checkpoint_only","uncited no-summary short probe/calibration; training/config evidence retained and checkpoint is not cited"
"delete_probe_calibration_checkpoint_only","wikiart512_ema_direct_atom_residual_calib_b80","0","0.000","0","True","review_ckpt_candidate_no_summary","delete_probe_calibration_checkpoint_only","uncited no-summary short probe/calibration; training/config evidence retained and checkpoint is not cited"
"delete_ckpt_candidate_uncited_with_summary","wikiart512_ema_direct_atom_residual_continue_e12_from_e8_b48","0","0.000","2","True","delete_ckpt_candidate_uncited_with_summary","","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"delete_ckpt_candidate_uncited_with_summary","wikiart512_ema_direct_atom_residual_e8_b48","0","0.000","5","True","delete_ckpt_candidate_uncited_with_summary","","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"no_checkpoint_delete","wikiart512_ema_direct_atom_residual_e8_b56","0","0.000","0","True","no_checkpoint_delete","","no .pt/.ckpt/.pth files found; if space cleanup is desired this needs a generated-image/archive policy, not ckpt cleanup"
"no_checkpoint_delete","wikiart512_ema_direct_atom_residual_e8_b64","0","0.000","0","True","no_checkpoint_delete","","no .pt/.ckpt/.pth files found; if space cleanup is desired this needs a generated-image/archive policy, not ckpt cleanup"
"no_checkpoint_delete","wikiart512_ema_lowcell_weighted_from_0790_e1_b160","0","0.000","0","True","no_checkpoint_delete","","no .pt/.ckpt/.pth files found; if space cleanup is desired this needs a generated-image/archive policy, not ckpt cleanup"
"keep_cited_until_citation_migrated","wikiart512_ema_lowcell_weighted_from_0790_e1_b48","1","43.629","1","True","keep_cited_until_citation_migrated","","referenced by docs/reviews/master log/paper-facing files; TokenizerClean exp-surface policy says cited exp paths stay in place"
"no_checkpoint_delete","wikiart512_ema_lowcell_weighted_from_0790_e1_b64","0","0.000","0","True","no_checkpoint_delete","","no .pt/.ckpt/.pth files found; if space cleanup is desired this needs a generated-image/archive policy, not ckpt cleanup"
"no_checkpoint_delete","wikiart512_ema_lowcell_weighted_from_0790_e1_b80","0","0.000","0","True","no_checkpoint_delete","","no .pt/.ckpt/.pth files found; if space cleanup is desired this needs a generated-image/archive policy, not ckpt cleanup"
"delete_ckpt_candidate_uncited_with_summary","wikiart512_ema_lowfreq_moment_hfguard_e2_from_spectral_b48","0","0.000","1","True","delete_ckpt_candidate_uncited_with_summary","","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"delete_ckpt_candidate_uncited_with_summary","wikiart512_ema_lowfreq_moment_hfguard_tsw12_e1_b48","0","0.000","1","True","delete_ckpt_candidate_uncited_with_summary","","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"delete_ckpt_candidate_uncited_with_summary","wikiart512_ema_lowfreq_moment_hfguard_tsw8_e1_b48","0","0.000","1","True","delete_ckpt_candidate_uncited_with_summary","","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
